#card,,,,,,,,,,,,,,,,
Perdre, Je perdrais (Conditionnel présent/Would), I would lose, Je perdrais mes clés si je n’étais pas attentif., Tu perdrais patience?, Il/Elle perdrait du poids., Nous perdrions du temps., Vous perdriez le match?, Ils/Elles perdraient patience.Apercevoir, J’aperçois (Présent/Present), I notice, J’aperçois un problème., Tu aperçois quelqu’un?, Il/Elle aperçoit la différence., Nous apercevons la vérité., Vous apercevez le changement?, Ils/Elles aperçoivent le danger.
Perdre, J’ai perdu (Passé composé/Simple Past), I lost, J’ai perdu mes clés hier., Tu as perdu patience?, Il/Elle a perdu du poids., Nous avons perdu du temps., Vous avez perdu le match?, Ils/Elles ont perdu patience.,,,,,,,,
Pouvoir, Je peux (Présent/Present), I can, Je peux aider aujourd’hui., Tu peux venir ce soir?, Il/Elle peut parler français., Nous pouvons partir maintenant., Vous pouvez prendre mon stylo., Ils/Elles peuvent essayer demain.,,,,,,,,
Pouvoir, Je pourrai (Futur simple/Future), I will be able to, Je pourrai t’aider demain., Tu pourras venir samedi?, Il/Elle pourra passer l’examen., Nous pourrons partir tôt., Vous pourrez choisir le restaurant., Ils/Elles pourront réaliser leur rêve.,,,,,,,,
Pouvoir, Je pourrais (Conditionnel présent/Would), I could, Je pourrais venir si j’avais le temps., Tu pourrais m’aider?, Il/Elle pourrait gagner facilement., Nous pourrions partir en voyage., Vous pourriez choisir le film?, Ils/Elles pourraient réussir.Inviter, J’invite (Présent/Present), I invite, J’invite mes amis., Tu invites qui?, Il/Elle invite sa famille., Nous invitons tout le monde., Vous invitez le voisin?, Ils/Elles invitent à dîner.
Pouvoir, Je pouvais (Imparfait/Past Continuous), I could, Je pouvais courir très vite quand j’étais jeune., Tu pouvais rester chez moi., Il/Elle pouvait travailler toute la nuit., Nous pouvions voir la mer., Vous pouviez choisir n’importe quel film?, Ils/Elles pouvaient parler sans problème.,,,,,,,,
Pouvoir, J’ai pu (Passé composé/Simple Past), I could, J’ai pu finir mon travail à temps., Tu as pu venir à la fête?, Il/Elle a pu résoudre le problème., Nous avons pu acheter les billets., Vous avez pu parler avec le directeur?, Ils/Elles ont pu voyager en Asie.,,,,,,,,
Prendre, Je prenais (Imparfait/Past Continuous), I was taking, Je prenais le métro tous les matins l’année dernière., Tu prenais ton temps quand on était en retard., Il/Elle prenait une douche quand je suis arrivé., Nous prenions le petit-déjeuner ensemble., Vous preniez des notes pendant le cours?, Ils/Elles prenaient des décisions importantes.,,,,,,,,
Prendre, Je prendrai (Futur simple/Future), I will take, Je prendrai le bus à 9 heures., Tu prendras des vacances bientôt?, Il/Elle prendra une décision rapide., Nous prendrons le train ensemble., Vous prendrez quel vol?, Ils/Elles prendront le dernier métro.,,,,,,,,
Prendre, Je prendrais (Conditionnel présent/Would), I would take, Je prendrais le train si c’était moins cher., Tu prendrais cette offre?, Il/Elle prendrait une année sabbatique., Nous prendrions des photos souvenirs., Vous prendriez quel dessert?, Ils/Elles prendraient une bonne décision.,,,,,,,,
Prendre, Je prends (Présent/Present), I take, Je prends le bus tous les jours., Tu prends du sucre dans ton café?, Il/Elle prend son temps., Nous prenons des photos., Vous prenez quel train?, Ils/Elles prennent une décision.,,,,,,,,
Prendre, J’ai pris (Passé composé/Simple Past), I took, J’ai pris le train de 8 heures., Tu as pris une bonne décision., Il/Elle a pris son sac et est parti., Nous avons pris beaucoup de photos., Vous avez pris quel dessert?, Ils/Elles ont pris le dernier bus.,,,,,,,,
Préparer, Je préparais (Imparfait/Past Continuous), I was preparing, Je préparais le dîner tous les soirs., Tu préparais l’examen., Il/Elle préparait une surprise., Nous préparions le voyage., Vous prépariez quoi?, Ils/Elles préparaient le repas.,,,,,,,,
Préparer, Je préparerai (Futur simple/Future), I will prepare, Je préparerai le dîner demain., Tu prépareras l’examen?, Il/Elle préparera une surprise., Nous préparerons le voyage., Vous préparerez quoi?, Ils/Elles prépareront le repas.,,,,,,,,
Préparer, Je préparerais (Conditionnel présent/Would), I would prepare, Je préparerais le dîner si tu venais., Tu préparerais l’examen?, Il/Elle préparerait une surprise., Nous préparerions le voyage., Vous prépareriez quoi?, Ils/Elles prépareraient le repas.Jouer, Je joue (Présent/Present), I play, Je joue au foot., Tu joues de la guitare?, Il/Elle joue bien., Nous jouons ensemble., Vous jouez aux cartes?, Ils/Elles jouent au tennis.
Préparer, J’ai préparé (Passé composé/Simple Past), I prepared, J’ai préparé le dîner hier., Tu as préparé l’examen?, Il/Elle a préparé une surprise., Nous avons préparé le voyage., Vous avez préparé quoi?, Ils/Elles ont préparé le repas.,,,,,,,,
Quitter, Je quittais (Imparfait/Past Continuous), I was leaving, Je quittais la maison tous les matins., Tu quittais ton travail souvent., Il/Elle quittait la ville., Nous quittions la fête., Vous quittiez tôt?, Ils/Elles quittaient le pays.,,,,,,,,
Quitter, Je quitterai (Futur simple/Future), I will leave, Je quitterai la maison demain., Tu quitteras ton travail?, Il/Elle quittera la ville., Nous quitterons la fête., Vous quitterez tôt?, Ils/Elles quitteront le pays.,,,,,,,,
Quitter, Je quitterais (Conditionnel présent/Would), I would leave, Je quitterais la maison si je pouvais., Tu quitterais ton travail?, Il/Elle quitterait la ville., Nous quitterions la fête., Vous quitteriez tôt?, Ils/Elles quitteraient le pays.Vendre, Je vends (Présent/Present), I sell, Je vends ma voiture., Tu vends des objets?, Il/Elle vend des fruits., Nous vendons en ligne., Vous vendez quoi?, Ils/Elles vendent bien.
Quitter, J’ai quitté (Passé composé/Simple Past), I left, J’ai quitté la maison hier., Tu as quitté ton travail?, Il/Elle a quitté la ville., Nous avons quitté la fête., Vous avez quitté tôt?, Ils/Elles ont quitté le pays.,,,,,,,,
Raconter, Je racontais (Imparfait/Past Continuous), I was telling, Je racontais des histoires quand j’étais petit., Tu racontais souvent tes voyages., Il/Elle racontait ses aventures., Nous racontions nos souvenirs., Vous racontiez des blagues?, Ils/Elles racontaient leur journée.,,,,,,,,
Raconter, Je raconte (Présent/Present), I tell, Je raconte une histoire., Tu racontes tes vacances?, Il/Elle raconte tout., Nous racontons nos souvenirs., Vous racontez bien?, Ils/Elles racontent des blagues.,,,,,,,,
Raconter, Je raconterai (Futur simple/Future), I will tell, Je raconterai tout demain., Tu raconteras tes vacances?, Il/Elle racontera son aventure., Nous raconterons nos souvenirs., Vous raconterez l’histoire?, Ils/Elles raconteront ce qui s’est passé.,,,,,,,,
Raconter, Je raconterais (Conditionnel présent/Would), I would tell, Je raconterais volontiers cette histoire., Tu raconterais si tu voulais., Il/Elle raconterait tout., Nous raconterions nos aventures., Vous raconteriez la vérité?, Ils/Elles raconteraient leurs secrets.Appeler, J’appelle (Présent/Present), I call, J’appelle mon ami., Tu appelles souvent?, Il/Elle appelle sa mère., Nous appelons le docteur., Vous appelez qui?, Ils/Elles appellent leurs parents.
Raconter, J’ai raconté (Passé composé/Simple Past), I told, J’ai raconté l’histoire hier., Tu as raconté ton voyage?, Il/Elle a raconté ce qui s’est passé., Nous avons raconté nos souvenirs., Vous avez raconté la nouvelle?, Ils/Elles ont raconté une blague.,,,,,,,,
Recevoir, Je recevais (Imparfait/Past Continuous), I was receiving, Je recevais beaucoup de lettres quand j’étais à l’université., Tu recevais souvent des compliments., Il/Elle recevait des cadeaux d’anniversaire., Nous recevions des visiteurs tous les week-ends., Vous receviez une bonne paie dans cet emploi?, Ils/Elles recevaient des nouvelles de leur famille.,,,,,,,,
Recevoir, Je recevrai (Futur simple/Future), I will receive, Je recevrai ton colis la semaine prochaine., Tu recevras une bonne nouvelle., Il/Elle recevra une augmentation., Nous recevrons les résultats demain., Vous recevrez une invitation., Ils/Elles recevront un prix.,,,,,,,,
Recevoir, Je recevrais (Conditionnel présent/Would), I would receive, Je recevrais bien ce cadeau., Tu recevrais une bonne note si tu travaillais plus., Il/Elle recevrait une promotion rapidement., Nous recevrions des invités avec plaisir., Vous recevriez une belle surprise., Ils/Elles recevraient un prix.,,,,,,,,
Recevoir, Je reçois (Présent/Present), I receive, Je reçois beaucoup de messages., Tu reçois un colis aujourd’hui., Il/Elle reçoit une bonne note., Nous recevons des invités ce soir., Vous recevez une promotion?, Ils/Elles reçoivent des nouvelles.,,,,,,,,
Recevoir, J’ai reçu (Passé composé/Simple Past), I received, J’ai reçu ton message ce matin., Tu as reçu un colis?, Il/Elle a reçu une promotion., Nous avons reçu une invitation., Vous avez reçu de bonnes nouvelles?, Ils/Elles ont reçu un prix.,,,,,,,,
Reconnaître, Je reconnaissais (Imparfait/Past Continuous), I was recognizing, Je reconnaissais ta voix facilement., Tu reconnaissais l’endroit., Il/Elle reconnaissait l’erreur., Nous reconnaissions le talent., Vous reconnaissiez le signe?, Ils/Elles reconnaissaient leurs amis.,,,,,,,,
Reconnaître, Je reconnaîtrai (Futur simple/Future), I will recognize, Je reconnaîtrai ta voix demain., Tu reconnaîtras l’endroit?, Il/Elle reconnaîtra l’erreur., Nous reconnaîtrons le talent., Vous reconnaîtrez le signe?, Ils/Elles reconnaîtront leurs amis.,,,,,,,,
Reconnaître, Je reconnaîtrais (Conditionnel présent/Would), I would recognize, Je reconnaîtrais ta voix immédiatement., Tu reconnaîtrais l’endroit?, Il/Elle reconnaîtrait l’erreur., Nous reconnaîtrions le talent., Vous reconnaîtriez le signe?, Ils/Elles reconnaîtraient leurs amis.Penser, Je pense (Présent/Present), I think, Je pense à toi., Tu penses quoi?, Il/Elle pense à l’avenir., Nous pensons la même chose., Vous pensez voyager?, Ils/Elles pensent différemment.
Reconnaître, J’ai reconnu (Passé composé/Simple Past), I recognized, J’ai reconnu ta voix tout de suite., Tu as reconnu l’endroit?, Il/Elle a reconnu l’erreur., Nous avons reconnu le talent., Vous avez reconnu le signe?, Ils/Elles ont reconnu leurs amis.,,,,,,,,
Regarder, Je regardais (Imparfait/Past Continuous), I was watching, Je regardais la télé quand tu as appelé., Tu regardais souvent des séries le soir., Il/Elle regardait par la fenêtre pendant la pluie., Nous regardions le coucher de soleil., Vous regardiez le match quand la lumière s’est éteinte., Ils/Elles regardaient des photos d’enfance.,,,,,,,,
Regarder, Je regarde (Présent/Present), I watch, Je regarde la télé en ce moment., Tu regardes souvent YouTube., Il/Elle regarde par la fenêtre., Nous regardons le match ensemble., Vous regardez la nouvelle série?, Ils/Elles regardent les étoiles.,,,,,,,,
Regarder, Je regarderai (Futur simple/Future), I will watch, Je regarderai le match demain soir., Tu regarderas la nouvelle série?, Il/Elle regardera par la fenêtre., Nous regarderons les étoiles cette nuit., Vous regarderez le documentaire?, Ils/Elles regarderont le spectacle.,,,,,,,,
Regarder, Je regarderais (Conditionnel présent/Would), I would watch, Je regarderais volontiers ce film avec toi., Tu regarderais la série si tu avais le temps?, Il/Elle regarderait le match avec plaisir., Nous regarderions le coucher de soleil., Vous regarderiez ce documentaire?, Ils/Elles regarderaient les photos avec nostalgie.,,,,,,,,
Regarder, J’ai regardé (Passé composé/Simple Past), I watched, J’ai regardé le film hier soir., Tu as regardé la série en une nuit., Il/Elle a regardé le match jusqu’à la fin., Nous avons regardé les photos de vacances., Vous avez regardé le documentaire?, Ils/Elles ont regardé le spectacle.,,,,,,,,
Rencontrer, Je rencontrais (Imparfait/Past Continuous), I was meeting, Je rencontrais mes amis tous les week-ends., Tu rencontrais souvent des gens intéressants., Il/Elle rencontrait ses collègues., Nous rencontrions de nouvelles personnes., Vous rencontriez le client?, Ils/Elles rencontraient leurs partenaires.,,,,,,,,
Rencontrer, Je rencontrerai (Futur simple/Future), I will meet, Je rencontrerai mes amis demain., Tu rencontreras tes collègues?, Il/Elle rencontrera le client., Nous rencontrerons l’équipe., Vous rencontrerez le directeur?, Ils/Elles rencontreront leurs partenaires.,,,,,,,,
Rencontrer, Je rencontrerais (Conditionnel présent/Would), I would meet, Je rencontrerais volontiers tes amis., Tu rencontrerais quelqu’un de nouveau?, Il/Elle rencontrerait le directeur., Nous rencontrerions l’équipe., Vous rencontreriez le client?, Ils/Elles rencontreraient leurs partenaires.Connaître, Je connais (Présent/Present), I know, Je connais bien Paris., Tu connais cette chanson?, Il/Elle connaît tout le monde., Nous connaissons la ville., Vous connaissez ce restaurant?, Ils/Elles connaissent la vérité.
Rencontrer, J’ai rencontré (Passé composé/Simple Past), I met, J’ai rencontré mon ami hier., Tu as rencontré quelqu’un?, Il/Elle a rencontré son professeur., Nous avons rencontré de nouvelles personnes., Vous avez rencontré le directeur?, Ils/Elles ont rencontré des clients.,,,,,,,,
Rester, Je restais (Imparfait/Past Continuous), I was staying, Je restais à la maison tous les soirs., Tu restais ici souvent., Il/Elle restait calme., Nous restions ensemble., Vous restiez longtemps?, Ils/Elles restaient en ville.,,,,,,,,
Rester, Je resterai (Futur simple/Future), I will stay, Je resterai à la maison demain., Tu resteras ici?, Il/Elle restera calme., Nous resterons ensemble., Vous resterez longtemps?, Ils/Elles resteront en ville.,,,,,,,,
Rester, Je resterais (Conditionnel présent/Would), I would stay, Je resterais à la maison si je pouvais., Tu resterais ici?, Il/Elle resterait calme., Nous resterions ensemble., Vous resteriez longtemps?, Ils/Elles resteraient en ville.Faire, Je fais (Présent/Present), I do/make, Je fais du sport., Tu fais la cuisine?, Il/Elle fait ses devoirs., Nous faisons un effort., Vous faites attention?, Ils/Elles font du bruit.
Rester, Je suis resté (Passé composé/Simple Past), I stayed, Je suis resté à la maison hier., Tu es resté ici?, Il/Elle est resté calme., Nous sommes restés ensemble., Vous êtes restés longtemps?, Ils/Elles sont restés en ville.,,,,,,,,
Retenir, Je retenais (Imparfait/Past Continuous), I was retaining, Je retenais bien les noms avant., Tu retenais les leçons facilement., Il/Elle retenait tout., Nous retenions les dates., Vous reteniez l’information?, Ils/Elles retenaient les règles.,,,,,,,,
Retenir, Je retiendrai (Futur simple/Future), I will retain, Je retiendrai mieux la prochaine fois., Tu retiendras les leçons?, Il/Elle retiendra tout., Nous retiendrons les dates., Vous retiendrez l’information?, Ils/Elles retiendront les règles.,,,,,,,,
Retenir, Je retiendrais (Conditionnel présent/Would), I would retain, Je retiendrais mieux si je répétais., Tu retiendrais les leçons?, Il/Elle retiendrait tout., Nous retiendrions les dates., Vous retiendriez l’information?, Ils/Elles retiendraient les règles.Suivre, Je suis (Présent/Present), I follow, Je suis le cours., Tu suis les instructions?, Il/Elle suit la mode., Nous suivons le guide., Vous suivez le match?, Ils/Elles suivent les nouvelles.
Retenir, J’ai retenu (Passé composé/Simple Past), I retained, J’ai retenu la leçon., Tu as retenu les dates?, Il/Elle a retenu tout., Nous avons retenu l’information., Vous avez retenu les règles?, Ils/Elles ont retenu les noms.,,,,,,,,
Rire, Je riais (Imparfait/Past Continuous), I was laughing, Je riais beaucoup quand j’étais enfant., Tu riais aux blagues., Il/Elle riait fort., Nous riions ensemble., Vous riiez de quoi?, Ils/Elles riaient aux larmes.,,,,,,,,
Rire, Je rirai (Futur simple/Future), I will laugh, Je rirai beaucoup demain., Tu riras aux blagues?, Il/Elle rira fort., Nous rirons ensemble., Vous rirez de quoi?, Ils/Elles riront aux larmes.,,,,,,,,
Rire, Je rirais (Conditionnel présent/Would), I would laugh, Je rirais beaucoup si j’entendais une bonne blague., Tu rirais aux blagues?, Il/Elle rirait fort., Nous ririons ensemble., Vous ririez de quoi?, Ils/Elles riraient aux larmes.Voudrais, Je voudrais (Conditionnel présent/Would), I would like, Je voudrais un grand café s’il vous plaît., Tu voudrais venir?, Il/Elle voudrait voyager., Nous voudrions fêter., Vous voudriez du thé?, Ils/Elles voudraient réussir.
Rire, J’ai ri (Passé composé/Simple Past), I laughed, J’ai ri beaucoup hier., Tu as ri aux blagues?, Il/Elle a ri fort., Nous avons ri ensemble., Vous avez ri de quoi?, Ils/Elles ont ri aux larmes.,,,,,,,,
Réfléchir, Je réfléchirai (Futur simple/Future), I will think, Je réfléchirai à ta proposition., Tu réfléchiras à l’offre?, Il/Elle réfléchira à la question., Nous réfléchirons ensemble., Vous réfléchirez au problème?, Ils/Elles réfléchiront à leur avenir.,,,,,,,,
Réfléchir, Je réfléchirais (Conditionnel présent/Would), I would think, Je réfléchirais plus longtemps si j’avais le temps., Tu réfléchirais avant de décider?, Il/Elle réfléchirait bien., Nous réfléchirions ensemble., Vous réfléchiriez à cette idée?, Ils/Elles réfléchiraient à la solution.Songer, Je songe (Présent/Present), I think/dream, Je songe à partir., Tu songes à changer?, Il/Elle songe à l’avenir., Nous songeons à voyager., Vous songez à quoi?, Ils/Elles songent à leur vie.
Réfléchir, Je réfléchissais (Imparfait/Past Continuous), I was thinking, Je réfléchissais à la solution toute la journée., Tu réfléchissais souvent avant de décider., Il/Elle réfléchissait profondément., Nous réfléchissions ensemble., Vous réfléchissiez au problème?, Ils/Elles réfléchissaient à leur avenir.,,,,,,,,
Réfléchir, J’ai réfléchi (Passé composé/Simple Past), I thought, J’ai réfléchi à ta proposition., Tu as réfléchi longtemps?, Il/Elle a réfléchi à la question., Nous avons réfléchi ensemble., Vous avez réfléchi au projet?, Ils/Elles ont réfléchi à l’idée.,,,,,,,,
Répondre, Je répondais (Imparfait/Past Continuous), I was answering, Je répondais à l’email tous les jours., Tu répondais vite., Il/Elle répondait correctement., Nous répondions ensemble., Vous répondiez au téléphone?, Ils/Elles répondaient poliment.,,,,,,,,
Répondre, Je répondrai (Futur simple/Future), I will answer, Je répondrai à l’email demain., Tu répondras vite?, Il/Elle répondra correctement., Nous répondrons ensemble., Vous répondrez au téléphone?, Ils/Elles répondront poliment.,,,,,,,,
Répondre, Je répondrais (Conditionnel présent/Would), I would answer, Je répondrais immédiatement si je pouvais., Tu répondrais vite?, Il/Elle répondrait correctement., Nous répondrions ensemble., Vous répondriez au téléphone?, Ils/Elles répondraient poliment.Manger, Je mange (Présent/Present), I eat, Je mange une pomme., Tu manges italien?, Il/Elle mange sain., Nous mangeons ensemble., Vous mangez quoi?, Ils/Elles mangent beaucoup.
Répondre, J’ai répondu (Passé composé/Simple Past), I answered, J’ai répondu à l’email hier., Tu as répondu vite?, Il/Elle a répondu correctement., Nous avons répondu ensemble., Vous avez répondu au téléphone?, Ils/Elles ont répondu poliment.,,,,,,,,
Répéter, Je répétais (Imparfait/Past Continuous), I was repeating, Je répétais la phrase tous les jours., Tu répétais la question., Il/Elle répétait le cours., Nous répétions ensemble., Vous répétiez après moi?, Ils/Elles répétaient les mots.,,,,,,,,
Répéter, Je répéterai (Futur simple/Future), I will repeat, Je répéterai la phrase demain., Tu répéteras la question?, Il/Elle répétera le cours., Nous répéterons ensemble., Vous répéterez après moi?, Ils/Elles répéteront les mots.,,,,,,,,
Répéter, Je répéterais (Conditionnel présent/Would), I would repeat, Je répéterais la phrase si tu ne comprenais pas., Tu répéterais la question?, Il/Elle répéterait le cours., Nous répéterions ensemble., Vous répéteriez après moi?, Ils/Elles répéteraient les mots.Écrire, J’écris (Présent/Present), I write, J’écris une lettre., Tu écris bien?, Il/Elle écrit un livre., Nous écrivons un email., Vous écrivez en français?, Ils/Elles écrivent un journal.
Répéter, J’ai répété (Passé composé/Simple Past), I repeated, J’ai répété la phrase hier., Tu as répété la question?, Il/Elle a répété le cours., Nous avons répété ensemble., Vous avez répété après moi?, Ils/Elles ont répété les mots.,,,,,,,,
Savoir, Je saurai (Futur simple/Future), I will know, Je saurai la réponse demain., Tu sauras conduire?, Il/Elle saura tout., Nous saurons la vérité., Vous saurez nager?, Ils/Elles sauront parler français.,,,,,,,,
Savoir, Je saurais (Conditionnel présent/Would), I would know, Je saurais la réponse si j’étudiais plus., Tu saurais conduire?, Il/Elle saurait tout., Nous saurions la vérité., Vous sauriez nager?, Ils/Elles sauraient parler français.Reconnaître, Je reconnais (Présent/Present), I recognize, Je reconnais ta voix., Tu reconnais l’endroit?, Il/Elle reconnaît l’erreur., Nous reconnaissons le talent., Vous reconnaissez le signe?, Ils/Elles reconnaissent leurs amis.
Savoir, Je savais (Imparfait/Past Continuous), I knew, Je savais la réponse avant., Tu savais conduire., Il/Elle savait tout., Nous savions la vérité., Vous saviez nager?, Ils/Elles savaient parler français.,,,,,,,,
Savoir, J’ai su (Passé composé/Simple Past), I knew/found out, J’ai su la vérité hier., Tu as su la nouvelle?, Il/Elle a su tout., Nous avons su la réponse., Vous avez su nager?, Ils/Elles ont su parler français.,,,,,,,,
Se laver, Je me lavais (Imparfait/Past Continuous), I was washing myself, Je me lavais tous les matins quand j’étais enfant., Tu te lavais vite., Il/Elle se lavait les mains., Nous nous lavions après le sport., Vous vous laviez les cheveux?, Ils/Elles se lavaient le visage.,,,,,,,,
Se laver, Je me laverai (Futur simple/Future), I will wash myself, Je me laverai demain matin., Tu te laveras vite?, Il/Elle se lavera les mains., Nous nous laverons après le sport., Vous vous laverez les cheveux?, Ils/Elles se laveront le visage.,,,,,,,,
Se laver, Je me laverais (Conditionnel présent/Would), I would wash myself, Je me laverais plus souvent si j’avais le temps., Tu te laverais vite?, Il/Elle se laverait les mains., Nous nous laverions après le sport., Vous vous laveriez les cheveux?, Ils/Elles se laveraient le visage.Oublier, J’oublie (Présent/Present), I forget, J’oublie souvent les clés., Tu oublies ton rendez-vous?, Il/Elle oublie tout., Nous oublions les noms., Vous oubliez le code?, Ils/Elles oublient facilement.
Se laver, Je me suis lavé (Passé composé/Simple Past), I washed myself, Je me suis lavé ce matin., Tu t’es lavé vite?, Il/Elle s’est lavé les mains., Nous nous sommes lavés après le sport., Vous vous êtes lavé les cheveux?, Ils/Elles se sont lavés le visage.,,,,,,,,
Sembler, Je semblais (Imparfait/Past Continuous), I seemed, Je semblais heureux avant., Tu semblais fatigué., Il/Elle semblait malade., Nous semblions prêts., Vous sembliez d’accord?, Ils/Elles semblaient contents.,,,,,,,,
Sembler, Je semblerai (Futur simple/Future), I will seem, Je semblerai heureux demain., Tu sembleras fatigué., Il/Elle semblera malade., Nous semblerons prêts., Vous semblerez d’accord?, Ils/Elles sembleront contents.,,,,,,,,
Sembler, Je semblerais (Conditionnel présent/Would), I would seem, Je semblerais heureux si tout allait bien., Tu semblerais fatigué., Il/Elle semblerait malade., Nous semblerions prêts., Vous sembleriez d’accord?, Ils/Elles sembleraient contents.Sentir, Je sens (Présent/Present), I feel/smell, Je sens une bonne odeur., Tu sens le froid?, Il/Elle sent la fleur., Nous sentons le vent., Vous sentez le parfum?, Ils/Elles sentent la peur.
Sembler, J’ai semblé (Passé composé/Simple Past), I seemed, J’ai semblé heureux pendant la fête., Tu as semblé fatigué?, Il/Elle a semblé malade., Nous avons semblé prêts., Vous avez semblé d’accord?, Ils/Elles ont semblé contents.,,,,,,,,
Sentir, Je sentais (Imparfait/Past Continuous), I was feeling, Je sentais une bonne odeur dans la cuisine., Tu sentais le froid., Il/Elle sentait la fleur., Nous sentions le vent., Vous sentiez le parfum?, Ils/Elles sentaient la peur.,,,,,,,,
Sentir, Je sentirai (Futur simple/Future), I will feel, Je sentirai la différence demain., Tu sentiras le froid?, Il/Elle sentira la fleur., Nous sentirons le vent., Vous sentirez le parfum?, Ils/Elles sentiront la peur.,,,,,,,,
Sentir, Je sentirais (Conditionnel présent/Would), I would feel, Je sentirais mieux si j’étais reposé., Tu sentirais le froid?, Il/Elle sentirait la fleur., Nous sentirions le vent., Vous sentiriez le parfum?, Ils/Elles sentiraient la peur.Attendre, J’attends (Présent/Present), I wait, J’attends le bus., Tu attends ton ami?, Il/Elle attend une réponse., Nous attendons le train., Vous attendez longtemps?, Ils/Elles attendent leur tour.
Sentir, J’ai senti (Passé composé/Simple Past), I felt, J’ai senti une bonne odeur., Tu as senti le froid?, Il/Elle a senti la fleur., Nous avons senti le vent., Vous avez senti le parfum?, Ils/Elles ont senti la peur.,,,,,,,,
Servir, Je servais (Imparfait/Past Continuous), I was serving, Je servais le dîner tous les soirs., Tu servais à table., Il/Elle servait les clients., Nous servions le repas., Vous serviez quoi?, Ils/Elles servaient bien.,,,,,,,,
Servir, Je servirai (Futur simple/Future), I will serve, Je servirai le dîner demain., Tu serviras à table?, Il/Elle servira les clients., Nous servirons le repas., Vous servirez quoi?, Ils/Elles serviront bien.,,,,,,,,
Servir, Je servirais (Conditionnel présent/Would), I would serve, Je servirais le dîner si tu voulais., Tu servirais à table?, Il/Elle servirait les clients., Nous servirions le repas., Vous serviriez quoi?, Ils/Elles serviraient bien.Recevoir, Je reçois (Présent/Present), I receive, Je reçois des messages., Tu reçois un colis?, Il/Elle reçoit une promotion., Nous recevons des invités., Vous recevez des nouvelles?, Ils/Elles reçoivent un prix.
Servir, J’ai servi (Passé composé/Simple Past), I served, J’ai servi le dîner hier., Tu as servi à table?, Il/Elle a servi les clients., Nous avons servi le repas., Vous avez servi quoi?, Ils/Elles ont servi bien.,,,,,,,,
Songer, Je songeais (Imparfait/Past Continuous), I was thinking, Je songeais souvent à mon avenir., Tu songeais à changer de travail., Il/Elle songeait à voyager., Nous songions à nos rêves., Vous songiez à quoi?, Ils/Elles songeaient à leur vie.,,,,,,,,
Songer, Je songerai (Futur simple/Future), I will think, Je songerai à ta proposition., Tu songeras à changer?, Il/Elle songera à l’avenir., Nous songerons à voyager., Vous songerez à quoi?, Ils/Elles songeront à leur vie.,,,,,,,,
Songer, Je songerais (Conditionnel présent/Would), I would think, Je songerais à partir si j’avais l’argent., Tu songerais à cette idée?, Il/Elle songerait à l’avenir., Nous songerions à voyager., Vous songeriez à quoi?, Ils/Elles songeraient à leur vie.Prendre, Je prends (Présent/Present), I take, Je prends le bus., Tu prends du sucre?, Il/Elle prend son temps., Nous prenons des photos., Vous prenez quel train?, Ils/Elles prennent une décision.
Songer, J’ai songé (Passé composé/Simple Past), I thought, J’ai songé à ton idée., Tu as songé à changer?, Il/Elle a songé à l’avenir., Nous avons songé à voyager., Vous avez songé à cette possibilité?, Ils/Elles ont songé à leur projet.,,,,,,,,
Sortir, Je sortais (Imparfait/Past Continuous), I was going out, Je sortais souvent le soir., Tu sortais avec des amis., Il/Elle sortait tard., Nous sortions en ville., Vous sortiez où?, Ils/Elles sortaient tard.,,,,,,,,
Sortir, Je sortirai (Futur simple/Future), I will go out, Je sortirai demain soir., Tu sortiras souvent?, Il/Elle sortira avec des amis., Nous sortirons en ville., Vous sortirez où?, Ils/Elles sortiront tard.,,,,,,,,
Sortir, Je sortirais (Conditionnel présent/Would), I would go out, Je sortirais ce soir si j’étais libre., Tu sortirais souvent?, Il/Elle sortirait avec des amis., Nous sortirions en ville., Vous sortiriez où?, Ils/Elles sortiraient tard.Naître, Je nais (Présent/Present), I am born, Je nais en été., Tu nais sous quel signe?, Il/Elle naît aujourd’hui., Nous naissons égaux., Vous naissez où?, Ils/Elles naissent en France.
Sortir, Je suis sorti (Passé composé/Simple Past), I went out, Je suis sorti hier soir., Tu es sorti souvent?, Il/Elle est sorti avec des amis., Nous sommes sortis en ville., Vous êtes sortis où?, Ils/Elles sont sortis tard.,,,,,,,,
Sourire, Je souriais (Imparfait/Past Continuous), I was smiling, Je souriais souvent quand j’étais petit., Tu souriais à la photo., Il/Elle souriait gentiment., Nous souriions ensemble., Vous souriez toujours?, Ils/Elles souriaient poliment.,,,,,,,,
Sourire, Je sourirai (Futur simple/Future), I will smile, Je sourirai demain., Tu souriras à la photo?, Il/Elle sourira gentiment., Nous sourirons ensemble., Vous sourirez toujours?, Ils/Elles souriront poliment.,,,,,,,,
Sourire, Je sourirais (Conditionnel présent/Would), I would smile, Je sourirais si j’étais heureux., Tu sourirais à la photo?, Il/Elle sourirait gentiment., Nous souririons ensemble., Vous souririez toujours?, Ils/Elles souriraient poliment.,,,,,,,,
Sourire, J’ai souri (Passé composé/Simple Past), I smiled, J’ai souri hier., Tu as souri à la photo?, Il/Elle a souri gentiment., Nous avons souri ensemble., Vous avez souri toujours?, Ils/Elles ont souri poliment.,,,,,,,,
